"PUBID","KEY!SEX","KEY!RACE_ETHNICITY","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.13","YHEA-1320~000004","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.10","YEMP_OCCODE-2002.11","YEMP_OCCODE-2002.12","CV_CHILD_BIRTH_DATE.01~Y","CV_CHILD_BIRTH_DATE.02~Y","CV_CHILD_BIRTH_DATE.03~Y","CV_CHILD_BIRTH_DATE.04~Y","CV_CHILD_BIRTH_DATE.05~Y","CV_CHILD_BIRTH_DATE.06~Y","CV_CHILD_BIRTH_DATE.07~Y","CV_CHILD_BIRTH_DATE.08~Y","CV_CHILD_BIRTH_DATE.09~Y","CV_CHILD_BIRTH_DATE.10~Y","CV_CHILD_BIRTH_DATE.11~Y","CV_CHILD_BIRTH_DATE.12~Y","CV_CHILD_BIRTH_DATE.13~Y","CV_CHILD_BIRTH_DATE.14~Y","CV_CHILD_BIRTH_DATE.15~Y"
3688,2,2,26,44000,7,4,3,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,30250,5,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,41250,5,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,28800,5,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2006,2008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3689,2,2,27,-3,2,0,3,1,230,-4,-4,-4,-4,-4,-4,-4,-4,28,105000,2,0,3,3,230,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3690,1,2,27,9000,3,0,3,2,4530,-4,-4,-4,-4,-4,-4,-4,-4,28,11610,3,0,3,4,4530,-4,-4,-4,-4,-4,-4,-4,-4,29,9840,3,0,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,20000,5,1,3,4,5620,9600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3691,2,1,26,-3,3,-3,3,7,2000,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,3,-3,3,7,2000,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,3,-3,3,1,5240,2000,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,37500,2,1,3,0,5930,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3692,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3693,1,2,25,132000,2,0,2,7,7130,-4,-4,-4,-4,-4,-4,-4,-4,26,87250,2,0,2,7,7130,-4,-4,-4,-4,-4,-4,-4,-4,27,92000,2,0,2,7,7130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,113000,2,0,2,7,7130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3694,2,2,29,18750,5,0,2,3,3650,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,5,2,2,7,5400,3650,-4,-4,-4,-4,-4,-4,-4,31,119500,5,2,2,4,5110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,57800,6,4,2,5,5400,5400,5110,-4,-4,-4,-4,-4,-4,-4,-4,-4,2015,2017,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3695,1,2,29,100000,1,0,2,7,7020,-4,-4,-4,-4,-4,-4,-4,-4,29,34000,1,0,3,7,7020,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3696,2,2,24,-3,5,1,2,1,5840,-4,-4,-4,-4,-4,-4,-4,-4,26,66750,6,2,2,2,5840,-4,-4,-4,-4,-4,-4,-4,-4,26,91180,6,2,2,2,5840,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3697,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1999,2007,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3698,1,4,26,25000,3,0,1,2,9630,-4,-4,-4,-4,-4,-4,-4,-4,27,2500,9,5,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,14000,9,5,3,3,6230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,-3,10,6,3,3,6230,5620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3699,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,30,20500,5,1,3,4,5400,5020,-4,-4,-4,-4,-4,-4,-4,-4,0,34,151750,4,1,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3700,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2004,2004,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3701,1,2,26,99336,3,1,2,1,6520,-4,-4,-4,-4,-4,-4,-4,-4,27,174348,3,1,2,4,6520,-4,-4,-4,-4,-4,-4,-4,-4,28,57770,4,2,2,7,6520,6260,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,69496,5,3,2,1,7040,6520,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2010,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3702,1,2,27,75000,2,0,2,5,3800,9130,-4,-4,-4,-4,-4,-4,-4,28,71000,2,0,2,1,3800,-4,-4,-4,-4,-4,-4,-4,-4,29,77000,3,1,3,3,3800,3800,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,329331,4,2,2,2,9130,6250,3800,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,2012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3703,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,27,18000,8,2,5,7,50,4850,-4,-4,-4,-4,-4,-4,-4,28,84000,9,3,5,4,5700,50,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2011,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3704,2,2,28,30000,3,0,5,2,50,-4,-4,-4,-4,-4,-4,-4,-4,29,100250,3,0,5,2,4700,-4,-4,-4,-4,-4,-4,-4,-4,30,75000,3,0,5,2,4700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,95000,3,1,5,0,5360,4700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2012,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3705,2,4,26,93250,3,0,2,14,430,4800,-4,-4,-4,-4,-4,-4,-4,27,104000,3,0,2,14,430,-4,-4,-4,-4,-4,-4,-4,-4,28,186000,3,0,2,2,430,430,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,0,2,0,2,7,4040,3950,3950,-4,-4,-4,-4,-4,-4,-4,-4,-4,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3706,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3707,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,30,770,1,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,35,10000,1,0,2,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3709,1,1,25,50000,2,0,4,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,26,70000,4,1,3,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,27,70000,3,1,4,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,30000,4,2,2,6,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2010,2012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3710,2,1,27,176001,7,2,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,7,2,2,2,4760,-4,-4,-4,-4,-4,-4,-4,-4,29,-3,7,2,2,4,4760,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,138000,7,3,2,21,4760,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3711,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,33,-3,3,2,2,7,3500,3130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3712,2,2,24,50600,5,0,3,1,-3,1000,9840,-4,-4,-4,-4,-4,-4,25,67000,2,0,3,3,-3,1000,9840,-4,-4,-4,-4,-4,-4,26,60000,1,0,3,3,-3,1000,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,71869,4,1,3,0,5700,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3713,2,4,27,42000,6,4,2,1,5260,-4,-4,-4,-4,-4,-4,-4,-4,28,45750,6,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,45750,6,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,45000,6,4,2,7,4140,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3714,1,4,26,30000,3,1,2,0,6600,-4,-4,-4,-4,-4,-4,-4,-4,27,36750,3,1,2,2,6600,-4,-4,-4,-4,-4,-4,-4,-4,28,33750,3,1,2,7,9620,6600,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,84000,5,3,2,1,9620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2009,2012,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3715,1,4,25,70000,2,0,2,3,9620,6600,6260,-4,-4,-4,-4,-4,-4,26,64000,2,0,2,2,9620,-4,-4,-4,-4,-4,-4,-4,-4,27,95197,2,0,2,2,7200,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,55000,2,0,2,7,7200,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3716,2,1,29,7500,2,0,3,5,4050,-4,-4,-4,-4,-4,-4,-4,-4,30,77550,3,0,3,5,4720,-4,-4,-4,-4,-4,-4,-4,-4,31,11500,1,0,3,1,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,5000,1,0,3,7,4050,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1995,2000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3717,2,1,28,52000,2,0,3,4,6420,-4,-4,-4,-4,-4,-4,-4,-4,29,7500,3,0,3,3,4020,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,5,2,3,1,4230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-3,1,0,3,1,4230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3718,2,1,27,25610,6,4,3,1,4020,-4,-4,-4,-4,-4,-4,-4,-4,28,24550,6,4,3,2,4010,-4,-4,-4,-4,-4,-4,-4,-4,29,33853,6,4,3,4,4010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,37000,6,4,3,6,4010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2001,2004,2006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3719,1,2,28,55000,3,1,3,5,4220,-4,-4,-4,-4,-4,-4,-4,-4,30,44250,4,2,3,1,4220,-4,-4,-4,-4,-4,-4,-4,-4,31,53000,4,2,3,5,7330,4220,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,75000,1,0,3,1,7330,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3720,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3721,1,4,27,75500,2,0,3,1,6350,4020,4020,9610,-4,-4,-4,-4,-4,28,35580,4,2,3,4,6350,-4,-4,-4,-4,-4,-4,-4,-4,29,34000,4,2,3,1,6350,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,34,123166,3,0,2,1,6350,6350,6350,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3722,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,29,-3,5,3,3,0,5840,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3723,1,4,27,63000,3,1,2,2,7130,-4,-4,-4,-4,-4,-4,-4,-4,28,63156,3,1,2,1,7130,7130,-4,-4,-4,-4,-4,-4,-4,29,50000,3,1,2,1,7130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,106000,5,3,2,30,7340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1999,2002,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3724,1,4,29,85400,3,1,3,1,6230,-4,-4,-4,-4,-4,-4,-4,-4,30,52150,3,1,3,3,6230,-4,-4,-4,-4,-4,-4,-4,-4,31,65000,3,1,3,2,6230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,85000,3,0,3,2,6230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3725,1,4,25,-3,2,0,2,10,420,-4,-4,-4,-4,-4,-4,-4,-4,26,61750,2,0,2,1,420,-4,-4,-4,-4,-4,-4,-4,-4,27,59179,2,0,3,2,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,74000,2,0,3,0,430,430,50,50,-4,-4,-4,-4,-4,-4,-4,-4,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3726,2,2,28,50250,4,2,3,1,4110,-4,-4,-4,-4,-4,-4,-4,-4,29,59250,6,3,3,5,4110,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,4,2,2,30,4110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,34000,3,2,2,6,4110,4110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2007,2020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3727,2,2,26,21000,4,2,3,12,4110,4110,4110,4900,-4,-4,-4,-4,-4,27,45600,2,0,3,7,4110,-4,-4,-4,-4,-4,-4,-4,-4,28,58231,2,0,3,6,4110,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,32,37800,5,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2012,2013,2015,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3728,1,4,24,33101,3,0,2,7,3920,9150,-4,-4,-4,-4,-4,-4,-4,25,-3,2,0,2,1,3920,-4,-4,-4,-4,-4,-4,-4,-4,26,40000,1,0,3,1,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,49000,1,0,2,7,5240,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3729,2,4,29,-3,4,2,2,4,4610,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,4,2,3,2,4610,-4,-4,-4,-4,-4,-4,-4,-4,31,17500,4,2,3,3,1100,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,38750,4,1,3,3,1100,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1996,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3730,2,4,26,51000,1,0,2,1,3600,3600,-4,-4,-4,-4,-4,-4,-4,28,-3,4,0,2,0,4760,3600,3600,-4,-4,-4,-4,-4,-4,28,108000,2,0,2,7,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,22000,4,2,2,7,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2003,2013,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3731,1,4,28,53000,3,1,3,2,4110,-4,-4,-4,-4,-4,-4,-4,-4,29,50000,3,1,2,1,4110,2310,-4,-4,-4,-4,-4,-4,-4,30,45000,3,1,2,1,4110,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,70000,4,2,2,1,4110,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2008,2012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3732,1,1,28,7500,4,1,3,4,9600,4250,-4,-4,-4,-4,-4,-4,-4,29,7750,4,0,3,3,4020,9600,-4,-4,-4,-4,-4,-4,-4,30,80000,4,0,3,1,4020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,34,107500,3,0,3,4,6520,4020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3733,1,1,28,0,1,0,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,0,1,0,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,0,1,0,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,0,3,0,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3734,1,1,27,-3,3,1,3,7,8140,-4,-4,-4,-4,-4,-4,-4,-4,28,36150,4,0,3,7,8140,-4,-4,-4,-4,-4,-4,-4,-4,29,59500,4,0,3,7,8140,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,103000,4,2,3,2,430,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2013,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3735,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3736,2,4,28,115000,2,0,3,14,2310,-4,-4,-4,-4,-4,-4,-4,-4,29,45000,2,0,2,20,2310,2310,-4,-4,-4,-4,-4,-4,-4,30,105250,2,0,2,2,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,34,116683,4,2,2,1,2310,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2010,2012,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3737,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,34,110000,3,1,2,1,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3738,1,2,25,48000,3,1,2,5,7140,7140,-4,-4,-4,-4,-4,-4,-4,26,65000,3,1,2,14,7140,7720,-4,-4,-4,-4,-4,-4,-4,27,70000,3,1,2,5,7140,7720,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,110000,4,2,2,4,7140,7140,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2008,2014,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3739,2,1,28,57050,4,2,2,3,800,-4,-4,-4,-4,-4,-4,-4,-4,29,63000,4,2,2,3,800,-4,-4,-4,-4,-4,-4,-4,-4,30,65000,4,2,2,2,2000,800,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-3,4,2,3,1,-3,2000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2008,2019,2021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3740,2,1,25,25593,3,1,3,2,5120,-4,-4,-4,-4,-4,-4,-4,-4,26,111803,2,1,3,3,5120,-4,-4,-4,-4,-4,-4,-4,-4,27,30154,2,1,3,15,5120,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,40400,2,1,3,4,5930,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3741,2,4,27,110780,5,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,29051,5,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,26950,6,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,34,81560,6,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2004,2006,2008,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3742,2,4,28,69250,4,2,2,0,3130,-4,-4,-4,-4,-4,-4,-4,-4,30,85000,4,2,2,3,3130,-4,-4,-4,-4,-4,-4,-4,-4,30,77000,5,3,2,2,3130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,68400,6,4,2,3,3500,3130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2008,2011,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3743,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,29,755,1,0,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,0,1,0,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,0,1,0,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
